Name,CPU,Number of Cores,GPU,Number of Sim Cards,OS,Camera Resolution,Weight/Height,Body Structure,Release Data,Charge through USB,Internal Memory,RAM,Memory Expandable/Type,Display Technology,Warranty,Screen Size,Screen Resolution,Ratio of Screen Size to Body,DAR,Pixel Density,Back Camera Recording,Flashlight,Digital Zoom,Front Facing Cameras,Display Features,Back Facing Cameras,Camera HardWare,OTG,Camera Features,Cellular Network,Supported Networks,USB PORT,Bluetooth,GPS and features,Sensors,Special Features,Battery Capacity,Battery Type,Fast Charge,CPU Frequency,Screen Brightness,Screen Refresh Rate,Screen Glass,Available Colors,Brand,Seller,Score,Price Final,Price No Discount
Samsung Galaxy A55 5G 128/8GB - Vietnam,Exynos 1480 (4 نانومتری),هشت هسته,Xclipse 530,دو سیم‌ کارت نانو سیم (هیبریدی، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل,161.1x77.4x8.2 میلی متر/ وزن 213 گرم,جلو شیشه (گوریلا گلس ویکتوس) و پشت شیشه (گوریلا گلس)، فریم آلومینیوم,اسفند 1402,,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",1080x2340 پیکسل ,,19.5:9,390 پیکسل در اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30 و 60 فریم بر ثانیه,دارد ,"دارد 
",32 مگاپیکسل,پشتیبانی از +HDR10,سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل ,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد / USB Type-C 2.0,دارد / نسخه 5.3، A2DP، LE,"دارد / با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS

",اثر انگشت (زیر صفحه)، شتاب سنج، ژیروسکوپ، قطب نما، فشار سنج (نسخه USA),,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",دارد، 25 وات,"چهار هسته‌ 2.7 گیگاهرتز Cortex-A78 و چهار هسته‌  2.0 گیگاهرتز Cortex-A55
",1000 نیت,120 هرتز,Gorilla Glass Victus,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,صدر ارتباط,4.1,,"17,200,000"
Samsung Galaxy A55 5G 128/8GB - Vietnam,Exynos 1480 (4 نانومتری),هشت هسته,Xclipse 530,دو سیم‌ کارت نانو سیم (هیبریدی، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل,161.1x77.4x8.2 میلی متر/ وزن 213 گرم,جلو شیشه (گوریلا گلس ویکتوس) و پشت شیشه (گوریلا گلس)، فریم آلومینیوم,اسفند 1402,,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",1080x2340 پیکسل ,,19.5:9,390 پیکسل در اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30 و 60 فریم بر ثانیه,دارد ,"دارد 
",32 مگاپیکسل,پشتیبانی از +HDR10,سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل ,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد / USB Type-C 2.0,دارد / نسخه 5.3، A2DP، LE,"دارد / با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS

",اثر انگشت (زیر صفحه)، شتاب سنج، ژیروسکوپ، قطب نما، فشار سنج (نسخه USA),,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",دارد، 25 وات,"چهار هسته‌ 2.7 گیگاهرتز Cortex-A78 و چهار هسته‌  2.0 گیگاهرتز Cortex-A55
",1000 نیت,120 هرتز,Gorilla Glass Victus,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,اکسترا موبایل,4.1,,"17,277,000"
Samsung Galaxy A55 5G 128/8GB - Vietnam,Exynos 1480 (4 نانومتری),هشت هسته,Xclipse 530,دو سیم‌ کارت نانو سیم (هیبریدی، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل,161.1x77.4x8.2 میلی متر/ وزن 213 گرم,جلو شیشه (گوریلا گلس ویکتوس) و پشت شیشه (گوریلا گلس)، فریم آلومینیوم,اسفند 1402,,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",1080x2340 پیکسل ,,19.5:9,390 پیکسل در اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30 و 60 فریم بر ثانیه,دارد ,"دارد 
",32 مگاپیکسل,پشتیبانی از +HDR10,سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل ,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد / USB Type-C 2.0,دارد / نسخه 5.3، A2DP، LE,"دارد / با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS

",اثر انگشت (زیر صفحه)، شتاب سنج، ژیروسکوپ، قطب نما، فشار سنج (نسخه USA),,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",دارد، 25 وات,"چهار هسته‌ 2.7 گیگاهرتز Cortex-A78 و چهار هسته‌  2.0 گیگاهرتز Cortex-A55
",1000 نیت,120 هرتز,Gorilla Glass Victus,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,خانه آی تی ایران,4.1,,"17,510,000"
Samsung Galaxy A55 5G 128/8GB - Vietnam,Exynos 1480 (4 نانومتری),هشت هسته,Xclipse 530,دو سیم‌ کارت نانو سیم (هیبریدی، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل,161.1x77.4x8.2 میلی متر/ وزن 213 گرم,جلو شیشه (گوریلا گلس ویکتوس) و پشت شیشه (گوریلا گلس)، فریم آلومینیوم,اسفند 1402,,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",1080x2340 پیکسل ,,19.5:9,390 پیکسل در اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30 و 60 فریم بر ثانیه,دارد ,"دارد 
",32 مگاپیکسل,پشتیبانی از +HDR10,سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل ,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد / USB Type-C 2.0,دارد / نسخه 5.3، A2DP، LE,"دارد / با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS

",اثر انگشت (زیر صفحه)، شتاب سنج، ژیروسکوپ، قطب نما، فشار سنج (نسخه USA),,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",دارد، 25 وات,"چهار هسته‌ 2.7 گیگاهرتز Cortex-A78 و چهار هسته‌  2.0 گیگاهرتز Cortex-A55
",1000 نیت,120 هرتز,Gorilla Glass Victus,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,تامین محصول  تهران,4.1,,"17,799,000"
Samsung Galaxy A55 5G 128/8GB - Vietnam,Exynos 1480 (4 نانومتری),هشت هسته,Xclipse 530,دو سیم‌ کارت نانو سیم (هیبریدی، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل,161.1x77.4x8.2 میلی متر/ وزن 213 گرم,جلو شیشه (گوریلا گلس ویکتوس) و پشت شیشه (گوریلا گلس)، فریم آلومینیوم,اسفند 1402,,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",1080x2340 پیکسل ,,19.5:9,390 پیکسل در اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 30 و 60 فریم بر ثانیه,دارد ,"دارد 
",32 مگاپیکسل,پشتیبانی از +HDR10,سه گانه 50 مگاپیکسل + 12 مگاپیکسل + 5 مگاپیکسل ,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد / USB Type-C 2.0,دارد / نسخه 5.3، A2DP، LE,"دارد / با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS

",اثر انگشت (زیر صفحه)، شتاب سنج، ژیروسکوپ، قطب نما، فشار سنج (نسخه USA),,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",دارد، 25 وات,"چهار هسته‌ 2.7 گیگاهرتز Cortex-A78 و چهار هسته‌  2.0 گیگاهرتز Cortex-A55
",1000 نیت,120 هرتز,Gorilla Glass Victus,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,آی تی متاکو,4.1,,"18,938,000"
Nokia 105 (2023) Dual SIM,,,,2 سیم کارت (مینی سیم، همزمان فعال),ندارد,,115.1x14.5x49.4 میلی متر/ 78.7 گرم,پلاستیک,اردیبهشت 1402,,,,,TFT LCD,18 ماه گارانتی شرکتی,1.8 اینچ,65 هزار رنگ/ 120x160 پیکسل,17.6 درصد,4:3 ,111 پیکسل در اینچ,,,,ندارد,,ندارد,,,,2G,GSM,دارد، Micro-USB 1.1,ندارد,ندارد,,,1000 میلی آمپر ساعت,,ندارد,,,,,['خاکستری'],گوشی نوکیا,تکنولایف,3.7,,"1,209,000"
Nokia 106 (2023) Dual Sim,,,,دو سیم کارت مینی سیم (همزمان فعال),S30+,,115.07x49.4x14.45 میلی متر/ 79.4 گرم,پلی کربنات,,دارد,,,دارد/ microSDHC,"TFT LCD
",18 ماه گارانتی شرکتی,1.8 اینچ ,65 هزار رنگ / 120x160 پیکسل,17.6 درصد,,,,,,,,,,,,2G,,"دارد/ microUSB 1.1
",ندارد,,,,1000 میلی آمپر ساعت ,لیتیوم یون,,,,,,"['خاکستری', 'سبز', 'قرمز']",گوشی نوکیا,تکنولایف,4.48,"1,395,000","1,430,000"
Samsung Galaxy A35 5G 128/8GB - Vietnam,"Exynos 1380 (5 نانومتر)
",هشت هسته,Mali-G68 MP5,دو سیم‌ کارت (نانوسیم، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,161.7x78x8.2 میلی متر/ 209 گرم,جلو شیشه (گوریلا گلس ویکتوس پلاس)، فریم پلاستیک، پشت شیشه,اسفند 1402,دارد,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",2340x1080 پیکسل,84.8,19.5:9,390 پیکسل بر اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 60 و 30 فریم بر ثانیه,دارد ,"دارد 
", 13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP، LE,"دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت اپتیکال (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، قطب‌ نما,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",پشتیبانی از شارژ سریع 25 وات,4 هسته 2.4 گیگاهرتزی Cortex-A78 و 4 هسته 2.0 گیگاهرتزی Cortex-A55,1000 نیت,120 هرتز,گوریلا گلس ویکتوس پلاس,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,صدر ارتباط,3.69,,"13,798,000"
Samsung Galaxy A35 5G 128/8GB - Vietnam,"Exynos 1380 (5 نانومتر)
",هشت هسته,Mali-G68 MP5,دو سیم‌ کارت (نانوسیم، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,161.7x78x8.2 میلی متر/ 209 گرم,جلو شیشه (گوریلا گلس ویکتوس پلاس)، فریم پلاستیک، پشت شیشه,اسفند 1402,دارد,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",2340x1080 پیکسل,84.8,19.5:9,390 پیکسل بر اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 60 و 30 فریم بر ثانیه,دارد ,"دارد 
", 13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP، LE,"دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت اپتیکال (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، قطب‌ نما,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",پشتیبانی از شارژ سریع 25 وات,4 هسته 2.4 گیگاهرتزی Cortex-A78 و 4 هسته 2.0 گیگاهرتزی Cortex-A55,1000 نیت,120 هرتز,گوریلا گلس ویکتوس پلاس,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,اکسترا موبایل,3.69,,"13,737,000"
Samsung Galaxy A35 5G 128/8GB - Vietnam,"Exynos 1380 (5 نانومتر)
",هشت هسته,Mali-G68 MP5,دو سیم‌ کارت (نانوسیم، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,161.7x78x8.2 میلی متر/ 209 گرم,جلو شیشه (گوریلا گلس ویکتوس پلاس)، فریم پلاستیک، پشت شیشه,اسفند 1402,دارد,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",2340x1080 پیکسل,84.8,19.5:9,390 پیکسل بر اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 60 و 30 فریم بر ثانیه,دارد ,"دارد 
", 13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP، LE,"دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت اپتیکال (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، قطب‌ نما,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",پشتیبانی از شارژ سریع 25 وات,4 هسته 2.4 گیگاهرتزی Cortex-A78 و 4 هسته 2.0 گیگاهرتزی Cortex-A55,1000 نیت,120 هرتز,گوریلا گلس ویکتوس پلاس,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,تکنولایف,3.69,,"13,799,000"
Samsung Galaxy A35 5G 128/8GB - Vietnam,"Exynos 1380 (5 نانومتر)
",هشت هسته,Mali-G68 MP5,دو سیم‌ کارت (نانوسیم، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,161.7x78x8.2 میلی متر/ 209 گرم,جلو شیشه (گوریلا گلس ویکتوس پلاس)، فریم پلاستیک، پشت شیشه,اسفند 1402,دارد,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,گارانتی 18 ماهه هماهنگ,"6.6 اینچ
",2340x1080 پیکسل,84.8,19.5:9,390 پیکسل بر اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 60 و 30 فریم بر ثانیه,دارد ,"دارد 
", 13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP، LE,"دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت اپتیکال (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، قطب‌ نما,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",پشتیبانی از شارژ سریع 25 وات,4 هسته 2.4 گیگاهرتزی Cortex-A78 و 4 هسته 2.0 گیگاهرتزی Cortex-A55,1000 نیت,120 هرتز,گوریلا گلس ویکتوس پلاس,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,سگالینو,3.69,,"13,829,000"
Samsung Galaxy A35 5G 128/8GB - Vietnam,"Exynos 1380 (5 نانومتر)
",هشت هسته,Mali-G68 MP5,دو سیم‌ کارت (نانوسیم، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,161.7x78x8.2 میلی متر/ 209 گرم,جلو شیشه (گوریلا گلس ویکتوس پلاس)، فریم پلاستیک، پشت شیشه,اسفند 1402,دارد,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",2340x1080 پیکسل,84.8,19.5:9,390 پیکسل بر اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 60 و 30 فریم بر ثانیه,دارد ,"دارد 
", 13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP، LE,"دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت اپتیکال (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، قطب‌ نما,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",پشتیبانی از شارژ سریع 25 وات,4 هسته 2.4 گیگاهرتزی Cortex-A78 و 4 هسته 2.0 گیگاهرتزی Cortex-A55,1000 نیت,120 هرتز,گوریلا گلس ویکتوس پلاس,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,تامین محصول  تهران,3.69,,"14,699,000"
Samsung Galaxy A35 5G 128/8GB - Vietnam,"Exynos 1380 (5 نانومتر)
",هشت هسته,Mali-G68 MP5,دو سیم‌ کارت (نانوسیم، همزمان فعال),Android 14 با رابط کاربری One UI 6.1 (در زمان عرضه),سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,161.7x78x8.2 میلی متر/ 209 گرم,جلو شیشه (گوریلا گلس ویکتوس پلاس)، فریم پلاستیک، پشت شیشه,اسفند 1402,دارد,128 گیگابایت,8 گیگابایت,"دارد/ microSDXC (استفاده‌ از شیار دوم سیم‌ کارت)
",Super AMOLED,18 ماه گارانتی شرکتی,"6.6 اینچ
",2340x1080 پیکسل,84.8,19.5:9,390 پیکسل بر اینچ,4K با سرعت 30 فریم بر ثانیه، 1080p با سرعت 60 و 30 فریم بر ثانیه,دارد ,"دارد 
", 13 مگاپیکسل,,سه گانه 50 مگاپیکسل + 8 مگاپیکسل + 5 مگاپیکسل,,دارد,پانوراما، HDR,5G,"GSM ،HSPA ،LTE ،5G
",دارد/ USB Type-C 2.0,دارد/ نسخه 5.3، A2DP، LE,"دارد/ با قابلیت ساپورت GPS ،GLONASS ،GALILEO ،BDS
",حسگر اثر انگشت اپتیکال (زیر نمایشگر)، شتاب‌ سنج، ژیروسکوپ، قطب‌ نما,,5000 میلی آمپر ساعت,"لیتیوم پلیمری/ خیر

",پشتیبانی از شارژ سریع 25 وات,4 هسته 2.4 گیگاهرتزی Cortex-A78 و 4 هسته 2.0 گیگاهرتزی Cortex-A55,1000 نیت,120 هرتز,گوریلا گلس ویکتوس پلاس,"['سرمه\u200cای', 'زرد', 'آبی', 'بنفش']",گوشی سامسونگ,آی تی متاکو,3.69,,"15,049,000"
Xiaomi Redmi Note 13 Pro 4G 512/12GB,Mediatek Helio G99 Ultra,هشت هسته,Mali-G57 MC2,2 سیم کارت نانو سیم (همزمان فعال),اندروید 13 با رابط کاربری MIUI 14 (در زمان عرضه),سه گانه 200 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل,161.1x75x8 میلی متر/ 188 گرم,,,دارد,512 گیگابایت,12 گیگابایت,دارد/ microSDXC,AMOLED,18 ماه گارانتی شرکتی,6.67 اینچ,1 میلیارد رنگ / 2400x1080 پیکسل,88.9 درصد,20:9,395 پیکسل بر اینچ,1080p با سرعت 30 و 60 فریم بر ثانیه,فلاش دوگانه LED,,16 مگاپیکسل,,سه گانه 200 مگاپیکسل + 8 مگاپیکسل + 2 مگاپیکسل,,دارد,HDR ،Panorama,4G,GSM ،HSPA ،LTE,دارد/ USB Type-C 2.0,دارد/ نسخه 5.2 با پشتیبانی از A2DP و LE,GPS ،GLONASS ،GALILEO ،BDS,حسگر اثر انگشت (زیر صفحه نمایش، اپتیکال)، قطب نما، ژیروسکوپ، سنسور مجاورت مجازی، شتاب سنج,,5000 میلی آمپر ساعت,,پشتیبانی از شارژ سریع 67 وات,دو هسته 2.2 گیگاهرتز Cortex-A76 و شش هسته 2.0 گیگاهرتز  Cortex-A55,500 نیت (معمولی)، 1000 نیت (روشنایی بالا)، 1300 نیت (حداکثر),120 هرتز,Corning Gorilla Glass 5,"['بنفش', 'مشکی', 'سبز']",گوشی شیائومی,تکنولایف,3.58,,"14,099,000"
